Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho Multiplier,Rho (True)
0.05,0.9218928161201504,0.9218928210026244,1.759684066169222,0.25,0.10035523931818867
0.05,0.9218928210026244,0.9218928210026244,1.759684066169222,0.5,0.10035523931818867
0.05,0.9218928210026244,0.9218928210026244,1.759684066169222,0.75,0.10035523931818867
0.05,0.9218928210026244,0.9218928210026244,1.759684066169222,1.0,0.10035523931818867
0.05,0.9218928210026244,0.9218928210026244,1.759684066169222,1.25,0.10035523931818867
0.05,0.9218928210026244,0.9218928210026244,1.759684066169222,1.5,0.10035523931818867
0.05,0.9218928210026244,0.9218928210026244,1.759684066169222,1.75,0.10035523931818867
0.1,0.9221093472815985,0.9218928210026244,0.8898540769012984,0.25,0.04449947568571758
0.1,0.9218928210026244,0.9218928210026244,0.8898540769012984,0.5,0.04449947568571758
0.1,0.9218928210026244,0.9218928210026244,0.8898540769012984,0.75,0.04449947568571758
0.1,0.9218928210026244,0.9218928210026244,0.8898540769012984,1.0,0.04449947568571758
0.1,0.9218928210026244,0.9218928210026244,0.8898540769012984,1.25,0.04449947568571758
0.1,0.9218928210026244,0.9218928210026244,0.8898540769012984,1.5,0.04449947568571758
0.1,0.9218928210026256,0.9218928210026244,0.8898540769012984,1.75,0.04449947568571758
0.15000000000000002,0.9218928210026244,0.9218928210026244,0.10775959367658901,0.25,0.23863029449951956
0.15000000000000002,0.9218928210026244,0.9218928210026244,0.10775959367658901,0.5,0.23863029449951956
0.15000000000000002,0.9218928210026244,0.9218928210026244,0.10775959367658901,0.75,0.23863029449951956
0.15000000000000002,0.9218928210026244,0.9218928210026244,0.10775959367658901,1.0,0.23863029449951956
0.15000000000000002,0.9218928210026244,0.9218928210026244,0.10775959367658901,1.25,0.23863029449951956
0.15000000000000002,0.9218928210026245,0.9218928210026244,0.10775959367658901,1.5,0.23863029449951956
0.15000000000000002,0.9218928210026244,0.9218928210026244,0.10775959367658901,1.75,0.23863029449951956
0.2,0.921899737630297,0.9218928210026244,0.05853320591078512,0.25,0.004679115480959232
0.2,0.9218927144060558,0.9218928210026244,0.05853320591078512,0.5,0.004679115480959232
0.2,0.9218928210026244,0.9218928210026244,0.05853320591078512,0.75,0.004679115480959232
0.2,0.9218928210026244,0.9218928210026244,0.05853320591078512,1.0,0.004679115480959232
0.2,0.9218928210026244,0.9218928210026244,0.05853320591078512,1.25,0.004679115480959232
0.2,0.9218927719549829,0.9218928210026244,0.05853320591078512,1.5,0.004679115480959232
0.2,0.9218928210026244,0.9218928210026244,0.05853320591078512,1.75,0.004679115480959232
0.25,0.9219210643866662,0.9218928210026244,0.03536311520819129,0.25,0.009141727503620904
0.25,0.921955868712379,0.9218928210026244,0.03536311520819129,0.5,0.009141727503620904
0.25,0.9219247503820274,0.9218928210026244,0.03536311520819129,0.75,0.009141727503620904
0.25,0.9218928210026244,0.9218928210026244,0.03536311520819129,1.0,0.009141727503620904
0.25,0.9218928210026244,0.9218928210026244,0.03536311520819129,1.25,0.009141727503620904
0.25,0.9218928210026244,0.9218928210026244,0.03536311520819129,1.5,0.009141727503620904
0.25,0.9218928210026244,0.9218928210026244,0.03536311520819129,1.75,0.009141727503620904
0.3,0.9219285156043743,0.9218928210026244,0.044672353552489774,0.25,0.011883084931107457
0.3,0.9218933983243459,0.9218928210026244,0.044672353552489774,0.5,0.011883084931107457
0.3,0.9218928210026244,0.9218928210026244,0.044672353552489774,0.75,0.011883084931107457
0.3,0.9218928210026244,0.9218928210026244,0.044672353552489774,1.0,0.011883084931107457
0.3,0.9218928210026245,0.9218928210026244,0.044672353552489774,1.25,0.011883084931107457
0.3,0.9218928210026244,0.9218928210026244,0.044672353552489774,1.5,0.011883084931107457
0.3,0.9218928210026244,0.9218928210026244,0.044672353552489774,1.75,0.011883084931107457
0.35000000000000003,0.9218997401286689,0.9218928210026244,0.03358904222846176,0.25,0.006232723488300652
0.35000000000000003,0.9218928210026244,0.9218928210026244,0.03358904222846176,0.5,0.006232723488300652
0.35000000000000003,0.9218942149418676,0.9218928210026244,0.03358904222846176,0.75,0.006232723488300652
0.35000000000000003,0.9218928210026244,0.9218928210026244,0.03358904222846176,1.0,0.006232723488300652
0.35000000000000003,0.9218928210026244,0.9218928210026244,0.03358904222846176,1.25,0.006232723488300652
0.35000000000000003,0.9218928210026244,0.9218928210026244,0.03358904222846176,1.5,0.006232723488300652
0.35000000000000003,0.9218928210026244,0.9218928210026244,0.03358904222846176,1.75,0.006232723488300652
0.4,0.9218928210026244,0.9218928210026244,0.013575247231979112,0.25,0.0009262798179774292
0.4,0.9218928210026244,0.9218928210026244,0.013575247231979112,0.5,0.0009262798179774292
0.4,0.9218928210026244,0.9218928210026244,0.013575247231979112,0.75,0.0009262798179774292
0.4,0.9218928210026244,0.9218928210026244,0.013575247231979112,1.0,0.0009262798179774292
0.4,0.9218928210026244,0.9218928210026244,0.013575247231979112,1.25,0.0009262798179774292
0.4,0.9218928210026244,0.9218928210026244,0.013575247231979112,1.5,0.0009262798179774292
0.4,0.9218928210026244,0.9218928210026244,0.013575247231979112,1.75,0.0009262798179774292
0.45,0.9239000919741944,0.9218928210026244,0.01647547645117582,0.25,0.014009104819389676
0.45,0.9236167705166646,0.9218928210026244,0.01647547645117582,0.5,0.014009104819389676
0.45,0.9233983990598451,0.9218928210026244,0.01647547645117582,0.75,0.014009104819389676
0.45,0.9233847507339525,0.9218928210026244,0.01647547645117582,1.0,0.014009104819389676
0.45,0.9231087293877185,0.9218928210026244,0.01647547645117582,1.25,0.014009104819389676
0.45,0.9227762498781508,0.9218928210026244,0.01647547645117582,1.5,0.014009104819389676
0.45,0.9229911267715203,0.9218928210026244,0.01647547645117582,1.75,0.014009104819389676
0.5,0.9218928210026244,0.9218928210026244,0.05025530409800147,0.25,0.0001897502547946522
